Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals.Against,Shots.on.Target.Against,Saves,Save.,Wins,Draws,Losses,Clean.Sheets,Clean.Sheet.Percentage,Penalty.Kicks.Attempted,Penalty.Kicks.Allowed,Penalty.Kicks.Saved,Penalty.Kicks.Missed,Save...Penalty.Kicks.,Goals.Against.1,Penalty.Kicks.Allowed.1,Free.Kick.Goals.Against,Corner.Kick.Goals.Against,Own.Goals.Scored.Against.Goalkeeper,PSxG,PSxG.SoT,PSxG.GA,Passes.Completed..Launched.,Passes.Attempted..Launched.,Pass.Completion.Percentage..Launched.,Passes.Attempted,Throws.Attempted,Launch.,Average.Pass.Length,Goal.Kicks,Launch...Goal.Kicks.,Avg..Length.of.Goal.Kicks,Crosses.Faced,Crosses.Stopped,Crosses.Stopped..,Def..Actions.Outside.Pen..Area,Avg..Distance.of.Def..Actions,longName
Neto,Norberto Murara Neto,0.2203119418351056,18000000,2018-2019,30.0,1.9,Goalkeeper,right,La Liga,1.0,3.94,3.21,79.9,0.38,0.41,0.21,0.29,29.4,0.24,0.21,0.03,0.0,12.5,1.0,0.21,0.06,0.18,0.06,1.11,0.24,0.17,5.65,15.59,36.2,16.76,4.59,53.2,43.8,8.0,83.5,60.9,11.44,0.82,7.2,0.32,13.3,Norberto Murara Neto
Neto,Norberto Murara Neto,0.2282367750783427,12333333,2017-2018,29.0,1.9,Goalkeeper,right,La Liga,1.0,4.61,3.64,80.3,0.55,0.21,0.24,0.3,30.3,0.15,0.09,0.06,0.0,40.0,1.0,0.09,0.03,0.15,0.0,1.34,0.27,0.34,4.85,12.82,37.8,14.0,3.09,55.6,44.2,6.06,83.0,61.4,11.03,0.79,7.1,0.18,12.6,Norberto Murara Neto
Oier Olazábal,Oier Olazábal Paredes,0.0940917492014256,2333333,2018-2019,30.0,1.89,Goalkeeper,left,La Liga,1.9,6.38,4.71,73.1,0.33,0.24,0.43,0.24,23.8,0.24,0.19,0.05,0.0,20.0,1.9,0.19,0.05,0.24,0.05,2.0,0.29,0.14,6.76,16.57,40.8,16.48,4.52,56.6,45.0,10.43,69.4,51.5,11.76,1.0,8.5,0.43,12.6,Oier Olazábal Paredes
Oier Olazábal,Oier Olazábal Paredes,0.1642277570883809,966666,2017-2018,29.0,1.89,Goalkeeper,left,La Liga,1.5,4.5,3.27,70.9,0.35,0.27,0.38,0.27,26.9,0.23,0.19,0.0,0.04,0.0,1.5,0.19,0.0,0.15,0.12,1.53,0.31,0.15,5.96,15.88,37.5,15.65,2.04,67.6,49.0,5.81,91.4,60.9,10.58,1.08,10.2,0.46,13.2,Oier Olazábal Paredes
Pau López,Pau López Sabata,0.1824059934011113,12250000,2020-2021,27.0,1.89,Goalkeeper,left,Serie A,1.44,4.01,2.87,67.9,0.5,0.2,0.3,0.2,20.0,0.15,0.15,0.0,0.0,0.0,1.44,0.15,0.05,0.2,0.15,1.32,0.3,0.03,4.06,9.91,41.0,27.84,5.25,28.6,31.5,5.0,38.6,36.5,5.7,0.4,7.0,0.79,16.3,Pau López Sabata
Pau López,Pau López Sabata,0.1403400333719894,21500000,2019-2020,26.0,1.89,Goalkeeper,left,Serie A,1.41,3.81,2.59,69.7,0.56,0.19,0.25,0.16,15.6,0.28,0.25,0.03,0.0,11.1,1.41,0.25,0.03,0.13,0.0,1.33,0.28,-0.08,5.47,11.66,46.9,26.5,5.59,34.8,33.6,6.5,37.5,35.4,7.44,0.47,6.3,0.75,14.9,Pau López Sabata
Pau López,Pau López Sabata,0.1542640420870232,16666666,2018-2019,25.0,1.89,Goalkeeper,left,La Liga,1.42,4.09,2.76,67.4,0.36,0.21,0.42,0.3,30.3,0.12,0.09,0.03,0.0,25.0,1.42,0.09,0.06,0.27,0.0,1.35,0.3,-0.08,4.39,10.52,41.8,29.58,5.24,24.9,28.9,7.42,42.4,39.5,7.82,0.73,9.3,1.0,16.0,Pau López Sabata
Pau López,Pau López Sabata,0.2125933156304997,4000000,2017-2018,24.0,1.89,Goalkeeper,left,La Liga,1.09,4.45,3.47,78.0,0.32,0.28,0.39,0.32,32.1,0.18,0.11,0.04,0.04,25.0,1.09,0.11,0.0,0.18,0.0,1.31,0.28,0.22,5.89,15.96,36.9,18.13,3.89,57.4,44.4,6.28,88.3,63.2,9.86,1.05,10.7,0.53,14.8,Pau López Sabata
Paulo Gazzaniga,Paulo Dino Gazzaniga,0.1543174440723629,3150000,2019-2020,28.0,1.96,Goalkeeper,right,Premier League,1.45,4.41,3.12,70.9,0.28,0.28,0.39,0.11,11.8,0.22,0.17,0.06,0.0,25.0,1.45,0.17,0.06,0.11,0.06,1.42,0.29,0.02,4.52,15.23,29.7,20.98,3.24,45.7,38.9,7.81,72.1,58.0,9.37,0.5,5.4,0.67,14.2,Paulo Dino Gazzaniga
Pepe Reina,José Manuel Reina Páez,0.1652447269175981,800000,2020-2021,39.0,1.88,Goalkeeper,right,Serie A,1.41,3.69,2.59,69.2,0.62,0.1,0.28,0.31,31.0,0.28,0.28,0.0,0.0,0.0,1.41,0.28,0.0,0.24,0.07,1.25,0.28,-0.09,6.76,13.21,51.2,33.76,4.21,34.7,34.2,4.86,30.5,29.4,7.52,0.38,5.0,0.41,15.3,José Manuel Reina Páez
Pepe Reina,José Manuel Reina Páez,0.1134441020644387,725000,2019-2020,38.0,1.88,Goalkeeper,right,Premier League,1.67,4.17,2.67,64.0,0.25,0.25,0.5,0.17,16.7,0.25,0.17,0.08,0.0,33.3,1.67,0.17,0.0,0.25,0.0,1.55,0.33,-0.12,9.42,19.08,49.3,25.17,3.92,54.3,42.4,7.75,69.9,49.3,9.17,0.58,6.4,0.67,15.3,José Manuel Reina Páez
Pepe Reina,José Manuel Reina Páez,0.2229538236136657,1500000,2017-2018,36.0,1.88,Goalkeeper,right,Serie A,0.78,2.65,1.89,72.4,0.76,0.16,0.08,0.49,48.6,0.05,0.05,0.0,0.0,0.0,0.78,0.05,0.05,0.11,0.0,0.71,0.25,-0.08,4.68,9.76,47.9,23.92,4.05,30.5,33.3,5.16,47.6,41.7,6.03,0.27,4.5,0.84,16.7,José Manuel Reina Páez
Rafael,Rafael de Andrade Bittencourt Pinheiro,0.1928886097698487,375000,2017-2018,36.0,1.87,Goalkeeper,right,Serie A,1.36,4.43,3.18,71.8,0.45,0.11,0.34,0.11,12.5,0.11,0.11,0.0,0.0,0.0,1.36,0.11,0.0,0.34,0.0,1.65,0.35,0.4,8.18,19.66,41.6,17.73,2.84,64.7,43.9,10.34,79.1,53.2,12.84,1.14,8.8,0.23,13.1,Rafael de Andrade Bittencourt Pinheiro
Raúl Fernández,Raúl Fernández-Cavada Mateos,0.1825309603350685,1250000,2017-2018,30.0,1.95,Goalkeeper,right,La Liga,1.36,4.73,3.36,71.2,0.18,0.55,0.27,0.27,27.3,0.0,0.0,0.0,0.0,,1.36,0.0,0.09,0.27,0.0,1.55,0.33,0.19,11.18,23.82,46.9,20.73,3.18,74.6,53.5,8.64,96.8,67.4,12.18,1.45,11.9,1.09,14.6,Raúl Fernández-Cavada Mateos
Roberto,Roberto Jiménez Gago,0.1838593655662315,733333,2020-2021,35.0,1.92,Goalkeeper,right,La Liga,1.31,3.31,2.15,65.1,0.08,0.54,0.38,0.08,7.7,0.23,0.15,0.0,0.08,0.0,1.31,0.15,0.0,0.15,0.0,1.2,0.33,-0.11,6.92,22.77,30.4,22.92,2.92,67.8,52.3,8.69,83.2,64.9,9.92,0.77,7.8,0.54,13.3,Roberto Jiménez Gago
Roberto,Roberto Jiménez Gago,0.0896536915089044,900000,2019-2020,34.0,1.92,Goalkeeper,right,Premier League,2.23,6.68,4.72,68.6,0.0,0.13,0.79,0.0,0.0,0.13,0.13,0.0,0.0,0.0,2.23,0.13,0.13,0.39,0.13,2.12,0.3,0.03,6.42,21.88,29.3,25.15,3.41,67.2,49.0,5.24,95.0,66.0,7.73,0.39,5.1,0.66,13.1,Roberto Jiménez Gago
Roberto,Roberto Jiménez Gago,0.0896536915089044,900000,2019-2020,34.0,1.92,Goalkeeper,right,La Liga,2.16,5.81,3.99,68.6,0.23,0.11,0.57,0.23,25.0,0.34,0.34,0.0,0.0,0.0,2.16,0.34,0.0,0.11,0.0,2.38,0.36,0.22,9.91,22.9,43.3,19.25,1.03,81.1,58.2,7.86,92.8,67.9,8.54,0.46,5.3,0.68,16.9,Roberto Jiménez Gago
Roberto,Roberto Jiménez Gago,0.1505105433145042,2000000,2017-2018,32.0,1.92,Goalkeeper,right,La Liga,1.5,4.24,2.79,67.4,0.15,0.15,0.71,0.18,17.6,0.15,0.12,0.03,0.0,20.0,1.5,0.12,0.03,0.09,0.0,1.43,0.31,-0.07,7.41,18.44,40.2,17.59,1.82,68.9,50.5,6.76,93.5,66.0,10.21,1.03,10.1,0.5,12.5,Roberto Jiménez Gago
Rubén,Rubén Iván Martínez Andrade,0.154005392347968,625000,2019-2020,36.0,1.87,Goalkeeper,right,La Liga,1.36,2.9,1.65,58.8,0.28,0.51,0.23,0.28,27.8,0.17,0.17,0.0,0.0,0.0,1.36,0.17,0.06,0.06,0.0,1.1,0.34,-0.27,8.53,22.97,37.1,21.72,3.41,73.6,52.7,8.13,86.0,61.9,9.49,0.68,7.2,0.4,13.8,Rubén Iván Martínez Andrade
Rubén,Rubén Iván Martínez Andrade,0.061008965784627,1150000,2017-2018,34.0,1.87,Goalkeeper,right,La Liga,2.11,4.94,2.98,58.8,0.11,0.33,0.55,0.15,14.8,0.11,0.07,0.04,0.0,33.3,2.11,0.07,0.11,0.33,0.07,1.77,0.34,-0.27,4.4,12.57,35.0,14.46,2.87,55.8,43.7,5.49,82.1,61.2,11.41,1.02,8.9,0.33,12.9,Rubén Iván Martínez Andrade
Rubén Blanco,Rubén Blanco Veiga,0.1219983823245119,6333333,2020-2021,26.0,1.88,Goalkeeper,right,La Liga,1.48,3.3,1.87,56.7,0.38,0.33,0.33,0.22,21.1,0.06,0.06,0.0,0.0,0.0,1.48,0.06,0.06,0.11,0.0,1.25,0.37,-0.23,6.1,16.38,37.2,28.59,4.45,40.2,36.2,7.92,61.8,46.3,8.19,0.49,6.0,0.66,14.9,Rubén Blanco Veiga
Rubén Blanco,Rubén Blanco Veiga,0.158659692733438,8000000,2019-2020,25.0,1.88,Goalkeeper,right,La Liga,1.31,3.83,2.65,69.8,0.18,0.43,0.4,0.3,30.3,0.15,0.15,0.0,0.0,0.0,1.31,0.15,0.09,0.09,0.0,1.24,0.29,-0.07,6.48,17.42,37.2,21.16,3.68,53.9,42.5,8.94,67.3,52.9,10.19,0.64,6.3,0.3,14.2,Rubén Blanco Veiga
Rubén Blanco,Rubén Blanco Veiga,0.1190335856574685,3000000,2018-2019,24.0,1.88,Goalkeeper,right,La Liga,1.6,4.24,2.8,66.0,0.28,0.24,0.48,0.24,24.0,0.2,0.16,0.0,0.04,0.0,1.6,0.16,0.08,0.12,0.0,1.47,0.32,-0.13,6.8,18.0,37.8,23.72,4.52,47.9,42.0,8.8,75.5,59.9,9.88,0.36,3.6,1.0,17.5,Rubén Blanco Veiga
Rubén Blanco,Rubén Blanco Veiga,0.1490429676685984,3500000,2017-2018,23.0,1.88,Goalkeeper,right,La Liga,1.44,4.13,2.83,68.5,0.46,0.19,0.37,0.19,18.2,0.19,0.14,0.0,0.05,0.0,1.44,0.14,0.0,0.19,0.0,1.12,0.25,-0.32,5.38,16.92,31.8,28.38,2.92,48.0,41.3,4.13,79.8,60.2,10.53,1.3,12.3,0.37,15.0,Rubén Blanco Veiga
Rui Patrício,Rui Pedro dos Santos Patrício,0.1626883613803537,11333333,2020-2021,33.0,1.9,Goalkeeper,left,Premier League,1.38,3.78,2.6,68.6,0.32,0.24,0.43,0.27,27.0,0.22,0.19,0.03,0.0,12.5,1.38,0.19,0.03,0.24,0.08,1.21,0.28,-0.09,5.54,12.25,45.3,14.49,3.51,52.8,40.5,7.16,64.2,44.9,10.11,0.59,5.9,0.16,11.5,Rui Pedro dos Santos Patrício
Rui Patrício,Rui Pedro dos Santos Patrício,0.1828397659521161,18000000,2019-2020,32.0,1.9,Goalkeeper,left,Premier League,1.05,3.16,2.11,67.5,0.39,0.37,0.24,0.34,34.2,0.08,0.03,0.05,0.0,66.7,1.05,0.03,0.03,0.18,0.03,1.06,0.32,0.03,7.42,15.34,48.4,15.26,3.26,59.7,44.6,7.42,84.0,55.6,9.18,0.39,4.3,0.21,12.4,Rui Pedro dos Santos Patrício
Rui Patrício,Rui Pedro dos Santos Patrício,0.1762834915349978,19000000,2018-2019,31.0,1.9,Goalkeeper,left,Premier League,1.24,3.68,2.57,68.4,0.41,0.24,0.35,0.22,21.6,0.11,0.08,0.0,0.03,0.0,1.24,0.08,0.03,0.19,0.11,1.02,0.27,-0.12,6.7,15.78,42.5,15.62,2.92,60.4,44.1,7.7,82.5,56.2,8.19,0.49,5.9,0.3,12.3,Rui Pedro dos Santos Patrício
Rune Jarstein,Rune Almenning Jarstein,0.1423842431707421,1100000,2019-2020,36.0,1.92,Goalkeeper,right,Bundesliga,1.63,4.63,3.32,70.2,0.39,0.18,0.46,0.32,31.0,0.25,0.25,0.0,0.0,0.0,1.63,0.25,0.11,0.21,0.07,1.37,0.25,-0.18,10.25,21.91,46.8,27.77,4.31,57.6,43.1,7.81,75.6,53.5,9.93,0.95,9.6,0.57,12.9,Rune Almenning Jarstein
Rune Jarstein,Rune Almenning Jarstein,0.1477331322474028,2000000,2018-2019,35.0,1.92,Goalkeeper,right,Bundesliga,1.57,4.62,3.15,67.4,0.3,0.33,0.39,0.26,25.8,0.13,0.07,0.03,0.03,33.3,1.57,0.07,0.03,0.2,0.07,1.56,0.32,0.05,12.1,26.82,45.1,28.98,3.34,63.8,45.9,9.08,91.7,64.1,8.85,1.05,11.9,0.49,13.8,Rune Almenning Jarstein
Rune Jarstein,Rune Almenning Jarstein,0.1738633175593133,2500000,2017-2018,34.0,1.92,Goalkeeper,right,Bundesliga,1.42,4.19,2.97,70.0,0.32,0.32,0.35,0.23,22.6,0.19,0.16,0.0,0.03,0.0,1.42,0.16,0.0,0.26,0.03,1.17,0.25,-0.22,9.58,24.9,38.5,27.74,2.9,65.6,47.1,7.52,89.3,63.0,9.42,0.65,6.8,0.45,13.2,Rune Almenning Jarstein
Sergio Álvarez,Sergio Álvarez Conde,0.1123090818087335,2000000,2018-2019,33.0,1.79,Goalkeeper,right,La Liga,1.69,4.38,2.92,64.9,0.23,0.38,0.38,0.15,15.4,0.15,0.15,0.0,0.0,0.0,1.69,0.15,0.08,0.15,0.08,1.4,0.29,-0.22,7.85,19.08,41.1,24.62,3.31,48.8,40.3,9.54,74.2,55.1,11.23,0.77,6.8,0.31,12.2,Sergio Álvarez Conde
Sergio Álvarez,Sergio Álvarez Conde,0.1345227406798115,2250000,2017-2018,32.0,1.79,Goalkeeper,right,La Liga,1.77,4.58,2.87,62.7,0.18,0.37,0.43,0.18,18.8,0.06,0.06,0.0,0.0,0.0,1.77,0.06,0.0,0.24,0.06,1.63,0.35,-0.08,6.41,16.29,39.3,27.95,2.2,43.0,38.2,5.98,71.4,54.3,8.85,0.79,9.0,0.73,14.3,Sergio Álvarez Conde
Sergio Asenjo,Sergio Asenjo Andrés,0.193670531780156,9333333,2020-2021,32.0,1.89,Goalkeeper,right,La Liga,1.14,3.17,2.31,70.2,0.42,0.36,0.22,0.28,27.8,0.25,0.19,0.03,0.03,12.5,1.14,0.19,0.0,0.11,0.06,0.97,0.25,-0.09,5.83,12.83,45.5,28.39,5.25,31.3,33.7,7.92,49.8,43.1,11.86,1.17,9.8,0.58,13.8,Sergio Asenjo Andrés
Sergio Asenjo,Sergio Asenjo Andrés,0.1836790221732005,10750000,2019-2020,31.0,1.89,Goalkeeper,right,La Liga,1.21,4.18,3.15,74.6,0.5,0.12,0.38,0.32,32.4,0.18,0.15,0.03,0.0,16.7,1.21,0.15,0.0,0.24,0.03,1.16,0.24,-0.01,4.88,13.26,36.8,22.32,4.41,39.3,37.2,8.24,54.6,44.8,10.41,0.59,5.6,0.53,13.9,Sergio Asenjo Andrés
Sergio Asenjo,Sergio Asenjo Andrés,0.1884421746634653,12000000,2018-2019,30.0,1.89,Goalkeeper,right,La Liga,1.41,5.13,3.88,73.8,0.22,0.38,0.41,0.28,28.1,0.13,0.06,0.03,0.03,33.3,1.41,0.06,0.06,0.13,0.09,1.44,0.27,0.13,5.84,14.38,40.7,17.31,4.0,50.9,42.7,7.84,70.9,55.4,12.13,1.22,10.1,0.66,14.7,Sergio Asenjo Andrés
Sergio Asenjo,Sergio Asenjo Andrés,0.1670552568517794,7750000,2017-2018,29.0,1.89,Goalkeeper,right,La Liga,1.3,3.96,2.7,70.3,0.52,0.13,0.35,0.26,26.1,0.22,0.13,0.09,0.0,40.0,1.3,0.13,0.04,0.13,0.0,1.43,0.31,0.12,4.61,12.87,35.8,16.26,4.0,51.6,41.4,5.22,85.8,61.1,12.7,1.13,8.9,0.74,14.3,Sergio Asenjo Andrés
Sergio Rico,Sergio Rico González,0.106998888685714,12000000,2018-2019,26.0,1.95,Goalkeeper,right,Premier League,1.93,5.52,3.76,67.5,0.21,0.1,0.69,0.17,17.2,0.14,0.14,0.0,0.0,0.0,1.93,0.14,0.0,0.31,0.07,1.77,0.31,-0.09,8.83,21.34,41.4,21.1,3.14,62.6,45.8,9.48,85.8,60.2,10.31,0.55,5.4,0.45,12.4,Sergio Rico González
Sergio Rico,Sergio Rico González,0.1110250576737199,16000000,2017-2018,25.0,1.95,Goalkeeper,right,La Liga,1.63,3.63,2.13,58.6,0.42,0.13,0.42,0.38,39.1,0.21,0.13,0.04,0.04,25.0,1.63,0.13,0.04,0.21,0.0,1.36,0.33,-0.27,4.64,12.03,38.5,18.38,4.34,42.7,36.8,5.64,74.1,54.2,9.23,1.13,12.2,0.33,12.4,Sergio Rico González
Unai Simón,Unai Simón Mendibil,0.1824324998350479,27500000,2020-2021,24.0,1.9,Goalkeeper,right,La Liga,1.08,2.81,1.89,66.3,0.3,0.35,0.35,0.24,24.3,0.16,0.14,0.03,0.0,16.7,1.08,0.14,0.03,0.22,0.03,0.96,0.29,-0.09,6.51,14.54,44.8,21.57,5.43,42.4,38.9,7.16,75.5,57.1,9.92,0.59,6.0,0.62,14.4,Unai Simón Mendibil
Unai Simón,Unai Simón Mendibil,0.244151970669956,15333333,2019-2020,23.0,1.9,Goalkeeper,right,La Liga,0.87,3.1,2.35,76.7,0.39,0.27,0.36,0.36,35.3,0.21,0.15,0.0,0.06,0.0,0.87,0.15,0.03,0.09,0.06,1.11,0.32,0.29,9.6,22.9,41.9,25.25,4.21,61.7,47.2,8.06,90.7,66.4,10.32,0.69,6.7,0.54,14.3,Unai Simón Mendibil
Vicente Guaita,Vicente Guaita Panadero,0.1028489031927427,3000000,2020-2021,34.0,1.9,Goalkeeper,right,Premier League,1.73,4.54,2.84,63.7,0.3,0.22,0.49,0.22,21.6,0.11,0.08,0.03,0.0,25.0,1.73,0.08,0.03,0.24,0.0,1.67,0.36,-0.06,6.84,19.49,35.1,20.7,3.97,58.9,43.9,8.49,86.0,60.9,9.92,0.7,7.1,0.41,13.1,Vicente Guaita Panadero
Vicente Guaita,Vicente Guaita Panadero,0.2026687575762867,4500000,2019-2020,33.0,1.9,Goalkeeper,right,Premier League,1.2,4.2,3.03,71.4,0.31,0.26,0.43,0.29,28.6,0.03,0.0,0.0,0.03,,1.2,0.0,0.0,0.14,0.06,1.34,0.33,0.19,6.43,19.26,33.4,22.29,4.66,57.4,44.3,7.8,82.8,61.9,9.46,0.86,9.1,0.46,13.0,Vicente Guaita Panadero
Vicente Guaita,Vicente Guaita Panadero,0.2044526380147935,5000000,2018-2019,32.0,1.9,Goalkeeper,right,Premier League,1.18,4.31,3.08,73.8,0.51,0.21,0.31,0.36,35.0,0.05,0.05,0.0,0.0,0.0,1.18,0.05,0.0,0.1,0.05,1.09,0.24,-0.04,6.92,21.33,32.5,20.77,4.31,60.2,47.3,9.69,91.0,64.0,10.67,0.92,8.7,0.26,12.3,Vicente Guaita Panadero
Vicente Guaita,Vicente Guaita Panadero,0.2503787092170219,3833333,2017-2018,31.0,1.9,Goalkeeper,right,La Liga,0.79,3.27,2.52,76.9,0.39,0.27,0.33,0.36,36.4,0.09,0.03,0.03,0.03,50.0,0.79,0.03,0.0,0.09,0.0,0.93,0.27,0.14,6.97,21.97,31.7,19.09,1.88,76.8,55.4,7.45,98.0,68.9,9.64,1.24,12.9,0.67,14.7,Vicente Guaita Panadero
Walter Benítez,Walter Daniel Benítez,0.1929043726243925,10000000,2020-2021,28.0,1.91,Goalkeeper,right,Ligue 1,1.39,4.39,3.13,72.5,0.39,0.18,0.42,0.24,23.7,0.18,0.18,0.0,0.0,0.0,1.39,0.18,0.0,0.32,0.0,1.28,0.26,-0.12,3.39,9.13,37.2,24.32,4.47,25.8,29.6,7.95,36.1,34.7,9.37,0.66,7.0,0.45,13.3,Walter Daniel Benítez
Walter Benítez,Walter Daniel Benítez,0.1693159633015382,9000000,2019-2020,27.0,1.91,Goalkeeper,right,Ligue 1,1.38,4.96,3.81,75.2,0.35,0.31,0.35,0.15,15.4,0.23,0.15,0.04,0.04,20.0,1.38,0.15,0.0,0.27,0.08,1.72,0.32,0.41,3.35,7.81,42.9,22.04,5.08,22.7,27.6,8.15,34.4,34.0,9.85,0.69,7.0,0.35,14.0,Walter Daniel Benítez
Walter Benítez,Walter Daniel Benítez,0.2497480370781699,8500000,2018-2019,26.0,1.91,Goalkeeper,right,Ligue 1,0.83,4.03,3.29,80.9,0.43,0.29,0.29,0.46,45.7,0.14,0.06,0.09,0.0,60.0,0.83,0.06,0.0,0.14,0.03,1.15,0.27,0.35,4.86,11.49,42.3,23.91,5.69,27.2,31.0,8.74,56.9,45.5,10.6,0.49,4.6,0.37,12.9,Walter Daniel Benítez
Walter Benítez,Walter Daniel Benítez,0.164536049125052,3500000,2017-2018,25.0,1.91,Goalkeeper,right,Ligue 1,1.29,4.07,2.96,71.1,0.43,0.29,0.29,0.25,25.0,0.18,0.11,0.07,0.0,40.0,1.29,0.11,0.04,0.0,0.07,1.27,0.28,0.05,2.29,7.18,31.8,14.07,3.0,26.6,30.3,4.54,75.6,54.4,11.43,0.61,5.3,0.21,13.0,Walter Daniel Benítez
